A2M NP_000005.3
NOX5 NP_078781.3
NOXA1 NP_006638.1
NPAP1 NP_061831.2
NPAS3 NP_775182.1
NPAS4 NP_849195.2
NPAT NP_002510.2
NPBWR1 NP_005276.2
NPC1 NP_000262.2
NPC1L1 NP_001095118.1
NPC1L1 NP_037521.2
NPC2 NP_006423.1
NPDC1 NP_056207.3
NPEPPS NP_006301.3
NPFFR1 NP_071429.1
NPFFR2 NP_004876.2
NPHP1 NP_000263.2
NPHP1 NP_001121650.1
NPHP3 NP_694972.3
NPHP4 NP_055917.1
NPHS1 NP_004637.1
NPHS2 NP_055440.1
NPM2 NP_001273609.1
NPNT NP_001028219.1
NPR1 NP_000897.3
NPR2 NP_003986.2
NPSR1 NP_997055.1
NPTX2 NP_002514.1
NPY2R NP_000901.1
NPY4R NP_005963.4
NPY5R NP_006165.1
NQO1 NP_000894.1
NQO2 NP_000895.2
NR0B1 NP_000466.2
NR0B2 NP_068804.1
NR1D2 NP_005117.3
NR1I3 NP_001070950.1
NR2E3 NP_055064.1
NR2F1 NP_005645.1
NR2F2 NP_066285.1
NR3C1 NP_000167.1
NR3C2 NP_000892.2
NR4A1 NP_775180.1
NR5A1 NP_004950.2
NR5A2 NP_995582.1
NRAP NP_932326.2
NRAS NP_002515.1
NRCAM NP_001032209.1
NRDE2 NP_060440.2
NRF1 NP_005002.3
NRG1 NP_039250.2
NRG3 NP_001010848.2
NRG4 NP_612640.1
NRIP1 NP_003480.2
NRP2 NP_003863.2
NRROS NP_940967.1
NRTN NP_004549.1
NRXN3 NP_004787.2
NSD1 NP_071900.2
NSD2 NP_001035889.1
NSDHL NP_057006.1
NSL1 NP_056286.3
NSMCE1 NP_659547.2
NSMCE2 NP_775956.1
NSMCE3 NP_619649.1
NSRP1 NP_115517.1
NSUN7 NP_078953.4
NT5C2 NP_036361.1
NT5E NP_002517.1
NTAN1 NP_775745.1
NTAQ1 NP_060494.1
NTF3 NP_001096124.1
NTN4 NP_067052.2
NTNG2 NP_115925.2
NTRK1 NP_001007793.1
NTRK2 NP_006171.2
NTS NP_006174.1
NTSR1 NP_002522.2
NTSR2 NP_036476.2
NUBP2 NP_036357.1
NUBPL NP_079428.2
NUDT12 NP_113626.1
NUDT16 NP_689608.2
NUDT22 NP_115720.2
NUMA1 NP_006176.2
NUP107 NP_065134.1
NUP133 NP_060700.2
NUP205 NP_055950.2
NUP210L NP_997191.2
NUP214 NP_005076.3
NUP42 NP_031368.1
NUP43 NP_942590.1
NUP88 NP_002523.2
NUP93 NP_055484.3
NUP98 NP_057404.2
NUS1 NP_612468.1
NUSAP1 NP_057443.2
NUSAP1 NP_060924.4
NUTM1 NP_001271221.2
NUTM1 NP_786883.2
NWD2 NP_001138462.1
NXF1 NP_006353.2
NXF5 NP_116564.2
NXN NP_071908.2
NXNL2 NP_001155097.1
NXPE2 NP_872301.2
NXPH3 NP_009156.2
NYNRIN NP_079357.2
NYX NP_072089.1
OAS1 NP_058132.2
OAS2 NP_058197.2
OAS3 NP_006178.2
OAT NP_000265.1
OBSL1 NP_056126.1
OCA2 NP_000266.2
OCEL1 NP_078854.1
OCLN NP_001192183.1
OCRL NP_000267.2
ODAD1 NP_001351100.1
ODF1 NP_077721.2
ODF2L NP_001007023.2
OFD1 NP_003602.1
OGDH NP_002532.2
OGDHL NP_060715.2
OGFOD2 NP_078899.1
OGFR NP_031372.2
OGG1 NP_002533.1
OGT NP_858058.1
OIP5 NP_009211.1
OIT3 NP_689848.1
OLFML2A NP_872293.2
OMA1 NP_660286.1
ONECUT2 NP_004843.2
OPA1 NP_056375.2
OPHN1 NP_002538.1
OPLAH NP_060040.1
OPN1MW NP_000504.1
OPN1SW NP_001699.1
OPN4 NP_001025186.1
OPRK1 NP_000903.2
OPRM1 NP_001008503.2
OPTC NP_055174.1
OPTN NP_001008213.1
OR10A4 NP_997069.2
OR10G9 NP_001001953.1
OR10H1 NP_039228.1
OR10H2 NP_039227.1
OR10H3 NP_039226.1
OR10H4 NP_001004465.1
OR10H5 NP_001004466.1
OR10J5 NP_001004469.1
OR10K2 NP_001004476.1
OR10P1 NP_996782.1
OR10X1 NP_001004477.1
OR13F1 NP_001004485.1
OR13H1 NP_001004486.1
OR14C36 NP_001001918.1
OR1A1 NP_055380.2
OR1A2 NP_036484.1
OR1F1 NP_036492.1
OR1I1 NP_001004713.1
OR1J2 NP_473448.1
OR1L3 NP_001005234.1
OR1M1 NP_001004456.1
OR1Q1 NP_036496.1
OR2A12 NP_001004135.1
OR2AG1 NP_001004489.1
OR2AK2 NP_001004491.1
OR2AK2 NP_001004491.2
OR2AT4 NP_001005285.1
OR2C1 NP_036500.2
OR2D3 NP_001004684.1
OR2G2 NP_001001915.1
OR2G3 NP_001001914.1
OR2J3 NP_001005216.2
OR2L13 NP_787107.1
OR2S2 NP_063950.2
OR2V2 NP_996763.1
OR2W3 NP_001001957.2
OR2Y1 NP_001001657.1
OR2Z1 NP_001004699.1
OR3A1 NP_002541.2
OR4B1 NP_001005470.1
OR4C15 NP_001001920.2
OR4C16 NP_001004701.2
OR4C6 NP_001004704.1
OR4D11 NP_001004706.1
OR4D2 NP_001004707.1
OR4D9 NP_001004711.1
OR4K2 NP_001005501.1
OR4N5 NP_001004724.1
OR4S2 NP_001004059.2
OR4X1 NP_001004726.1
OR51D1 NP_001004751.1
OR51G2 NP_001005238.1
OR51I1 NP_001005288.1
OR51I2 NP_001004754.1
OR51T1 NP_001004759.2
OR52B4 NP_001005161.2
OR52D1 NP_001005163.1
OR52N2 NP_001005174.1
OR52N4 NP_001005175.3
OR52W1 NP_001005178.1
OR56B1 NP_001005180.1
OR5AR1 NP_001004730.1
OR5AS1 NP_001001921.1
OR5B21 NP_001005218.1
OR5D14 NP_001004735.1
OR5K3 NP_001005516.1
OR5K4 NP_001005517.1
OR5W2 NP_001001960.1
OR6B1 NP_001005281.1
OR6B2 NP_001005853.1
OR6C1 NP_001005182.1
OR6C6 NP_001005493.1
OR6C74 NP_001005490.1
OR6K2 NP_001005279.1
OR6Q1 NP_001005186.2
OR6V1 NP_001001667.1
OR7E24 NP_001073404.1
OR7G3 NP_001001958.1
OR8B12 NP_001005195.1
OR8K5 NP_001004058.2
OR8S1 NP_001377778.1
OR8U1 NP_001005204.1
OR9A2 NP_001001658.1
OR9A4 NP_001001656.1
OR9Q1 NP_001005212.1
OR9Q2 NP_001005283.1
ORAI1 NP_116179.2
ORC1 NP_004144.2
ORC3 NP_036513.2
ORC4 NP_859525.1
ORC6 NP_055136.1
OSBP2 NP_110385.1
OSBPL2 NP_653081.1
OSGEP NP_060277.1
OSMR NP_003990.1
OSTM1 NP_054747.2
OTC NP_000522.3
OTOA NP_653273.3
OTOF NP_919224.1
OTOP1 NP_819056.1
OTOP2 NP_835454.1
OTOR NP_064542.1
OTUD3 NP_056022.1
OTUD6B NP_057107.4
OTUD7B NP_064590.2
OTULIN NP_612357.4
OVGP1 NP_002548.3
OVOL2 NP_067043.2
OXCT1 NP_000427.1
OXCT2 NP_071403.1
OXER1 NP_683765.1
OXSM NP_060367.1
OXTR NP_000907.2
P2RX2 NP_733782.1
P2RX3 NP_002550.2
P2RX4 NP_002551.2
P2RX7 NP_002553.3
P2RY11 NP_002557.2
P2RY14 NP_055694.3
P3H1 NP_071751.3
P3H2 NP_060662.2
P4HA1 NP_001017962.1
P4HA2 NP_001017974.1
P4HB NP_000909.2
P4HTM NP_808808.1
PAAF1 NP_079431.1
PABPC1 NP_002559.2
PABPC3 NP_112241.2
PACRGL NP_001245274.1
PACS1 NP_060496.2
PADI1 NP_037490.2
PADI2 NP_031391.2
PADI3 NP_057317.2
PADI4 NP_036519.2
PAFAH1B1 NP_000421.1
PAFAH2 NP_000428.2
PAH NP_000268.1
PAK1 NP_002567.3
PAK4 NP_001014831.1
PAK5 NP_817127.1
PAK6 NP_064553.1
PALB2 NP_078951.2
PALD1 NP_055246.2
PALLD NP_001159580.1
PALMD NP_060204.1
PALS1 NP_071919.2
PALS2 NP_001289966.1
PAM NP_000910.2
PAM NP_001170777.1
PAN2 NP_001120932.2
PANK2 NP_705902.2
PANX1 NP_056183.2
PANX3 NP_443191.1
PAOX NP_690875.1
PAPLN NP_775733.3
PAPPA NP_002572.2
PAPPA2 NP_064714.2
PAPSS2 NP_001015880.1
PAQR6 NP_940798.1
PARD3 NP_001171714.1
PARD3B NP_001289698.1
PARD6B NP_115910.1
PARG NP_003622.2
PARK7 NP_009193.2
PARM1 NP_056208.2
PARN NP_002573.1
PARP1 NP_001609.2
PARP12 NP_073587.1
PARP2 NP_005475.2
PARP4 NP_006428.2
PARP8 NP_078891.2
PARP9 NP_001139574.1
PARS2 NP_689481.2
PATE3 NP_001123355.3
PAX2 NP_000269.3
PAX3 NP_852123.1
PAX5 NP_057953.1
PAX6 NP_000271.1
PAX8 NP_003457.1
PBK NP_060962.2
PBX1 NP_002576.1
PBX4 NP_079521.1
PC NP_001035806.1
PCARE NP_001025054.1
PCBD1 NP_000272.1
PCCA NP_000273.2
PCCB NP_000523.2
PCDH1 NP_115796.2
PCDH11X NP_116750.1
PCDH12 NP_057664.1
PCDH15 NP_149045.3
PCDH19 NP_001171809.1
PCDH7 NP_001166994.1
PCDH8 NP_002581.2
PCDHAC2 NP_061722.1
PCDHB1 NP_037472.2
PCDHB11 NP_061754.1
PCDHB12 NP_061755.1
PCDHB2 NP_061759.1
PCDHB3 NP_061760.2
PCDHB4 NP_061761.1
PCDHB5 NP_056484.2
PCDHB6 NP_061762.2
PCDHB7 NP_061763.1
PCDHB8 NP_061993.3
PCDHGC5 NP_061752.1
PCF11 NP_001333342.1
PCF11 NP_056969.2
PCGF2 NP_009075.1
PCIF1 NP_071387.1
PCK1 NP_002582.3
PCK2 NP_004554.3
PCM1 NP_006188.4
PCNX1 NP_055797.2
PCNX3 NP_115599.2
PCOLCE2 NP_037495.1
PCSK1 NP_000430.3
PCSK5 NP_001358972.1
PCSK6 NP_002561.1
PCSK9 NP_777596.2
PCYOX1 NP_057381.3
PCYT1A NP_001299602.1
PDCD10 NP_009148.2
PDCD1LG2 NP_079515.2
PDCD6IP NP_037506.2
PDE11A NP_058649.3
PDE1C NP_001177986.1
PDE3B NP_000913.2
PDE4A NP_001104777.1
PDE4B NP_002591.2
PDE4D NP_001098101.1
PDE5A NP_001074.2
PDE6A NP_000431.2
PDE6B NP_000274.2
PDE6C NP_006195.3
PDE6G NP_002593.1
PDE7B NP_061818.1
PDE8B NP_003710.1
PDE9A NP_001001567.1
PDE9A NP_002597.1
PDGFA NP_002598.4
PDGFB NP_002599.1
PDGFRA NP_006197.1
PDGFRB NP_002600.1
PDGFRL NP_001359002.1
PDHA1 NP_000275.1
PDHB NP_000916.2
PDHX NP_003468.2
PDIA2 NP_006840.2
PDIA4 NP_004902.1
PDK1 NP_002601.1
PDK3 NP_001135858.1
PDK4 NP_002603.1
PDLIM3 NP_055291.2
PDLIM5 NP_006448.5
PDP1 NP_060914.2
PDPN NP_938203.2
PDPR NP_060460.4
PDS5B NP_055847.1
PDSS1 NP_055132.2
PDSS2 NP_065114.3
PDX1 NP_000200.1
PDXDC1 NP_055842.2
PDXK NP_003672.1
PDZD2 NP_835260.2
PDZD7 NP_001182192.1
PDZD8 NP_776152.1
PDZK1 NP_001188254.1
PDZK1IP1 NP_005755.1
PDZRN3 NP_055824.1
PEAK1 NP_001371955.1
PEAR1 NP_001073940.1
PEBP1 NP_002558.1
PEBP4 NP_659399.2
PECR NP_060911.2
PEG10 NP_055883.2
PELI2 NP_067078.1
PELP1 NP_055204.4
PEPD NP_000276.2
PER1 NP_002607.2
PER2 NP_073728.1
PER3 NP_058515.1
PEX1 NP_000457.1
PEX10 NP_002608.1
PEX13 NP_002609.1
PEX14 NP_004556.1
PEX26 NP_001121121.1
PEX3 NP_003621.1
PEX5 NP_001124497.1
PEX6 NP_000278.3
PEX7 NP_000279.1
PFAS NP_036525.1
PFKL NP_002617.3
PFKM NP_000280.1
PFKP NP_002618.1
PGAM1 NP_002620.1
PGAP1 NP_079265.2
PGBD2 NP_733843.1
PGBD4 NP_689808.2
PGGHG NP_079368.3
PGK1 NP_000282.1
PGLYRP3 NP_443123.1
PGM1 NP_002624.2
PGM2 NP_060760.2
PGM3 NP_056414.1
PGR NP_000917.3
PHACTR2 NP_001093634.1
PHACTR3 NP_542403.1
PHACTR4 NP_001041648.1
PHEX NP_000435.3
PHF13 NP_722519.2
PHF2 NP_005383.3
PHF20 NP_057520.2
PHF21A NP_001095272.1
PHF3 NP_001357277.1
PHF6 NP_001015877.1
PHF7 NP_057567.3
PHGDH NP_006614.2
PHGR1 NP_001139115.1
PHIP NP_060404.4
PHKB NP_000284.1
PHKG2 NP_000285.1
PHLDB1 NP_001138230.1
PHLDB2 NP_001127910.1
PHLDB3 NP_942147.3
PHLPP2 NP_055835.2
PHYH NP_006205.1
PI4K2A NP_060895.1
PIAS3 NP_006090.2
PIBF1 NP_006337.2
PICALM NP_009097.2
PICK1 NP_036539.1
PIEZO1 NP_001136336.2
PIF1 NP_001273425.1
PIFO NP_857594.2
PIGA NP_002632.1
PIGB NP_004846.4
PIGG NP_001120650.1
PIGL NP_004269.1
PIGN NP_789744.1
PIGO NP_116023.2
PIGT NP_057021.2
PIGV NP_060307.2
PIK3AP1 NP_689522.2
PIK3C2B NP_001364263.1
PIK3C2G NP_001275701.1
PIK3C2G NP_004561.3
PIK3C3 NP_002638.2
PIK3CB NP_006210.1
PIK3CD NP_005017.3
PIK3CG NP_001269355.1
PIK3R1 NP_852664.1
PIK3R2 NP_005018.2
PIK3R5 NP_001136105.1
PIKFYVE NP_055855.2
PINK1 NP_115785.1
PIP NP_002643.1
PIP4K2A NP_005019.2
PIP5K1C NP_036530.1
PIPOX NP_057602.2
PIR NP_001018119.1
PITPNM1 NP_004901.2
PITPNM3 NP_112497.2
PITRM1 NP_055704.2
PITX1 NP_002644.4
PIWIL1 NP_004755.2
PIWIL2 NP_060538.2
PIWIL3 NP_001008496.2
PIWIL4 NP_689644.2
PJA2 NP_055634.3
PJVK NP_001036167.1
PKD1L1 NP_612152.1
PKD1L2 NP_443124.3
PKD2L1 NP_057196.2
PKD2L2 NP_001287850.1
PKIB NP_861460.1
PKLR NP_000289.1
PKN3 NP_037487.2
PKP1 NP_001005337.1
PKP2 NP_001005242.2
PLA2G1B NP_000919.1
PLA2G4A NP_077734.1
PLA2G4D NP_828848.3
PLA2G6 NP_003551.2
PLA2G7 NP_005075.3
PLA2R1 NP_031392.3
PLAG1 NP_002646.2
PLAGL1 NP_001304091.1
PLAT NP_000921.1
PLAUR NP_002650.1
PLB1 NP_694566.4
PLCB1 NP_056007.1
PLCB3 NP_000923.1
PLCB4 NP_000924.3
PLCD1 NP_006216.2
PLCE1 NP_057425.3
PLCG2 NP_002652.2
PLCH2 NP_055453.2
PLCL2 NP_001137854.1
PLCXD2 NP_001172035.1
PLD1 NP_002653.1
PLD2 NP_002654.3
PLEK NP_002655.2
PLEKHA3 NP_061964.3
PLEKHA5 NP_061885.2
PLEKHB2 NP_001094093.1
PLEKHG1 NP_001025055.1
PLEKHG2 NP_073746.2
PLEKHG3 NP_001295076.1
PLEKHG4 NP_001123201.1
PLEKHG5 NP_065682.2
PLEKHH1 NP_065766.1
PLEKHJ1 NP_060519.1
PLEKHM1 NP_055613.1
PLEKHM2 NP_055979.2
PLEKHM3 NP_001073944.1
PLEKHO1 NP_057358.2
PLEKHO2 NP_079477.2
PLEKHS1 NP_001381997.1
PLET1 NP_001138496.1
PLG NP_000292.1
PLG NP_001161810.1
PLIN1 NP_002657.3
PLIN2 NP_001113.2
PLK2 NP_006613.2
PLK4 NP_055079.3
PLN NP_002658.1
PLOD1 NP_000293.2
PLOD2 NP_891988.1
PLOD3 NP_001075.1
PLPBP NP_009129.1
PLPP4 NP_001025230.1
PLPP5 NP_001096029.1
PLPPR1 NP_997182.1
PLS1 NP_001138791.1
PLSCR4 NP_065086.2
PLTP NP_006218.1
PLXNA2 NP_079455.3
PLXNA3 NP_059984.3
PLXNA4 NP_065962.1
PLXNC1 NP_005752.1
PM20D1 NP_689704.4
PM20D2 NP_001010853.1
PMEL NP_001371290.1
PML NP_150241.2
PMM2 NP_000294.1
PMP2 NP_002668.1
PMP22 NP_000295.1
PMPCA NP_055975.1
PMPCB NP_004270.2
PMS1 NP_000525.1
PMS2 NP_000526.2
PMVK NP_006547.1
PNKD NP_056303.3
PNKP NP_009185.2
PNLIP NP_000927.1
PNMT NP_002677.1
PNO1 NP_064528.1
PNP NP_000261.2
PNPLA3 NP_079501.2
PNPLA4 NP_004641.1
PNPLA7 NP_001092007.2
PNPLA8 NP_001242936.1
PNPT1 NP_149100.2
POC1A NP_056241.3
POC1B NP_758440.1
PODN NP_714914.3
POF1B NP_079197.3
POFUT1 NP_056167.1
POFUT2 NP_598368.2
POGLUT1 NP_689518.1
POGZ NP_055915.2
POLA1 NP_001317289.1
POLA1 NP_058633.2
POLB NP_002681.1
POLD1 NP_002682.2
POLD2 NP_006221.3
POLD3 NP_006582.1
POLE NP_006222.2
POLE2 NP_002683.2
POLG NP_001119603.1
POLG NP_002684.1
POLG2 NP_009146.2
POLH NP_006493.1
POLK NP_057302.1
POLN NP_861524.2
POLQ NP_955452.3
POLR1A NP_056240.2
POLR1B NP_061887.2
POLR1C NP_976035.1
POLR1E NP_071935.1
POLR1G NP_036231.1
POLR2A NP_000928.1
POLR2B NP_000929.1
POLR3A NP_008986.2
POLR3B NP_060552.4
POLR3C NP_006459.3
POLR3E NP_060589.1
POLRMT NP_005026.3
POM121L2 NP_258443.2
POMGNT1 NP_060209.3
POMGNT1 NP_060209.4
POMK NP_115613.1
POMT2 NP_037514.2
PON2 NP_000296.2
PON3 NP_000931.1
POP1 NP_001139332.1
POP4 NP_006618.1
POPDC3 NP_071756.2
PORCN NP_982299.1
POT1 NP_056265.2
POU1F1 NP_000297.1
POU3F2 NP_005595.2
POU3F3 NP_006227.1
POU3F4 NP_000298.3
POU4F3 NP_002691.1
POU5F1 NP_002692.2
POU6F2 NP_009183.3
PPA2 NP_789845.1
PPAN NP_064615.3
PPARG NP_056953.2
PPARG NP_619725.3
PPARGC1B NP_573570.3
PPFIA2 NP_003616.2
PPFIBP2 NP_003612.3
PPHLN1 NP_057572.5
PPIA NP_066953.1
PPIC NP_000934.1
PPID NP_005029.1
PPIG NP_004783.2
PPIP5K2 NP_001263206.1
PPL NP_002696.4
PPM1A NP_066283.1
PPM1B NP_002697.1
PPM1D NP_003611.1
PPM1F NP_055449.1
PPM1H NP_065751.1
PPM1K NP_689755.3
PPOX NP_001116236.1
PPP1CB NP_002700.1
PPP1R12C NP_060077.1
PPP1R13B NP_056131.2
PPP1R15A NP_055145.3
PPP1R3C NP_005389.1
PPP1R3G NP_001138587.1
PPP1R42 NP_001351839.1
PPP1R7 NP_002703.1
PPP1R8 NP_054829.2
PPP1R9A NP_001159632.1
PPP1R9A NP_001159633.1
PPP1R9A NP_060120.2
PPP2CA NP_002706.1
PPP2R1A NP_055040.2
PPP2R1B NP_002707.3
PPP2R3A NP_002709.2
PPP2R3C NP_060387.2
PPP2R5A NP_006234.1
PPP2R5B NP_006235.1
PPP2R5D NP_006236.1
PPP3CA NP_000935.1
PPP3CC NP_001230903.1
PPP4R4 NP_478144.1
PPP6R2 NP_001229827.1
PPP6R2 NP_055493.2
PPP6R3 NP_001157633.1
PPRC1 NP_055877.3
PPT1 NP_000301.1
PQBP1 NP_005701.1
PRAMEF12 NP_001074299.2
PRAP1 NP_660203.3
PRCC NP_005964.3
PRCP NP_005031.1
PRDM1 NP_001189.2
PRDM12 NP_067632.2
PRDM13 NP_067633.2
PRDM16 NP_071397.3
PRDM2 NP_001380915.1
PRDM5 NP_061169.2
PRDX4 NP_006397.1
PREPL NP_001165074.1
PREPL NP_006027.2
PREX2 NP_079146.2
PRF1 NP_001076585.1
PRG4 NP_005798.3
PRICKLE4 NP_037529.3
PRIMPOL NP_689896.1
PRKAA2 NP_006243.2
PRKAB1 NP_006244.2
PRKAB2 NP_005390.1
PRKAG2 NP_057287.2
PRKAG3 NP_059127.2
PRKAR1A NP_002725.1
PRKAR1A NP_997637.1
PRKAR1B NP_001158232.1
PRKCD NP_006245.2
PRKCE NP_005391.1
PRKCG NP_002730.1
PRKCI NP_002731.4
PRKCQ NP_006248.1
PRKCSH NP_002734.2
PRKD1 NP_002733.2
PRKN NP_004553.2
PRKRA NP_003681.1
PRKRIP1 NP_078929.1
PRMT2 NP_996845.1
PRMT3 NP_005779.1
PRMT7 NP_061896.1
PRND NP_036541.2
PRNP NP_000302.1
PROC NP_000303.1
PROCA1 NP_001353230.1
PROCR NP_006395.2
PROK2 NP_001119600.1
PROKR2 NP_658986.1
PROP1 NP_006252.3
PROS1 NP_000304.2
PROX1 NP_001257545.1
PROZ NP_003882.1
PRPF31 NP_056444.3
PRPF38B NP_060531.2
PRPF6 NP_036601.2
PRPH NP_006253.2
PRPH2 NP_000313.2
PRPS1 NP_002755.1
PRR12 NP_065770.1
PRR14 NP_076936.1
PRR14L NP_775837.2
PRR7 NP_085044.2
PRRC2A NP_004629.3
PRRC2B NP_037450.2
PRRC2C NP_055987.2
PRRX1 NP_073207.1
PRSS12 NP_003610.2
PRSS23 NP_009104.3
PRSS36 NP_775773.2
PRSS38 NP_898885.1
PRSS50 NP_037402.1
PRSS53 NP_001034592.1
PRSS54 NP_001292102.1
PRSS56 NP_001182058.1
PRTG NP_776175.2
PRUNE1 NP_067045.1
PRX NP_066007.1
PSAP NP_002769.1
PSAT1 NP_478059.1
PSD NP_002770.3
PSD2 NP_115665.1
PSD3 NP_056125.3
PSD4 NP_036587.2
PSEN1 NP_000012.1
PSEN2 NP_000438.2
PSG9 NP_002775.3
PSIP1 NP_150091.2
PSMB11 NP_001093250.1
PSMB8 NP_683720.2
PSMC3IP NP_057640.1
PSMC5 NP_002796.4
PSMD1 NP_002798.2
PSMD14 NP_005796.1
PSMD2 NP_002799.3
PSMD8 NP_002803.2
PSMG1 NP_003711.1
PSORS1C1 NP_054787.2
PSPH NP_004568.2
PSTPIP1 NP_003969.2
PTAFR NP_000943.1
PTCD1 NP_056360.2
PTCD2 NP_079030.3
PTCD3 NP_060422.4
PTCH1 NP_000255.2
PTCH2 NP_003729.3
PTCHD1 NP_775766.2
PTCHD3 NP_001030014.2
PTEN NP_000305.3
PTER NP_001001484.1
PTER NP_001248765.1
PTGDR2 NP_004769.2
PTGER2 NP_000947.2
PTGER4 NP_000949.1
PTGES2 NP_079348.1
PTGFR NP_000950.1
PTGFRN NP_065173.2
PTGIS NP_000952.1
PTGR1 NP_001139580.1
PTGS1 NP_000953.2
PTH NP_000306.1
PTH1R NP_000307.1
PTK2B NP_775268.1
PTK7 NP_002812.2
PTPN11 NP_002825.3
PTPN12 NP_002826.3
PTPN2 NP_002819.2
PTPN22 NP_057051.3
PTPN23 NP_056281.1
PTPN4 NP_002821.1
PTPRB NP_001103224.1
PTPRE NP_006495.1
PTPRF NP_002831.2
PTPRG NP_002832.3
PTPRJ NP_002834.3
PTPRM NP_001098714.1
PTPRS NP_002841.3
PTPRT NP_008981.4
PTPRU NP_573439.2
PTPRZ1 NP_002842.2
PTS NP_000308.1
PTTG1IP NP_004330.1
PTX3 NP_002843.2
PTX4 NP_001013680.1
PUF60 NP_510965.1
PUM1 NP_001018494.1
PUM3 NP_055693.4
PURA NP_005850.1
PUS1 NP_079491.2
PVALB NP_001302461.1
PVRIG NP_076975.2
PXDN NP_036425.1
PXDNL NP_653252.4
PYCR1 NP_008838.2
PYCR3 NP_075566.3
PYGL NP_002854.3
PYGM NP_005600.1
PYHIN1 NP_689714.2
PZP NP_002855.2
QARS1 NP_005042.1
QDPR NP_000311.2
QPCT NP_036545.1
QPCTL NP_060129.2
QRFPR NP_937822.2
QRSL1 NP_060762.3
QSOX1 NP_002817.2
R3HCC1L NP_001337944.2
RAB11B NP_004209.2
RAB11FIP2 NP_055719.1
RAB11FIP3 NP_055515.1
RAB25 NP_065120.2
RAB27A NP_899058.1
RAB27B NP_004154.2
RAB32 NP_006825.1
RAB39B NP_741995.1
RAB3B NP_002858.2
RAB3GAP1 NP_036365.1
RAB3GAP2 NP_036546.2
RAB40AL NP_001027004.1
RAB40B NP_006813.1
RAB7A NP_004628.4
RABEP2 NP_079092.2
RABEPK NP_005824.2
RABGAP1 NP_036329.3
RAC1 NP_008839.2
RAC2 NP_002863.1
RAC3 NP_005043.1
RAD17 NP_579917.1
RAD51 NP_002866.2
RAD51B NP_598193.2
RAD51B NP_598194.1
RAD51C NP_478123.1
RAD51D NP_002869.3
RAD54B NP_036547.1
RAD54L NP_003570.2
RAD54L2 NP_055921.2
RAD9A NP_004575.1
RAE1 NP_003601.1
RAG1 NP_000439.1
RAG1 NP_000439.2
RAG2 NP_000527.2
RAI14 NP_056392.2
RALA NP_005393.2
RALBP1 NP_006779.1
RALGAPB NP_065069.1
RALGDS NP_006257.1
RAMP3 NP_005847.1
RANBP17 NP_075048.1
RANGRF NP_057576.2
RAP1GAP NP_002876.2
RAP1GAP2 NP_055900.4
RAPGEF4 NP_008954.2
RAPSN NP_005046.2
RARB NP_000956.2
RARS1 NP_002878.2
RARS2 NP_064716.2
RASA1 NP_002881.1
RASAL1 NP_001180449.1
RASAL2 NP_733793.2
RASGRF2 NP_008840.1
RASGRP2 NP_001092141.1
RASGRP4 NP_733749.1
RASL10A NP_006468.1
RASSF4 NP_114412.2
RASSF7 NP_003466.1
RASSF8 NP_001381027.1
RASSF8 NP_009142.2
RAX2 NP_116142.1
RB1 NP_000312.2
RBAK NP_066986.1
RBBP6 NP_008841.2
RBBP8 NP_002885.1
RBFOX3 NP_001076044.1
RBL1 NP_002886.2
RBL2 NP_005602.3
RBM11 NP_658983.3
RBM15 NP_073605.4
RBM20 NP_001127835.2
RBM23 NP_001070819.1
RBM28 NP_060547.2
RBM33 NP_444271.2
RBM44 NP_001073973.3
RBM45 NP_694453.2
RBM5 NP_005769.1
RBM6 NP_005768.1
RBM7 NP_001272974.1
RBM8A NP_005096.1
RBP3 NP_002891.1
RBP4 NP_006735.2
RBPJ NP_005340.2
RBPJ NP_056958.3
RBPJL NP_055091.2
RC3H1 NP_742068.1
RC3H2 NP_001094058.1
RCBTB1 NP_060661.3
RCCD1 NP_001017919.1
RCN1 NP_002892.1
RCOR3 NP_001129695.1
RCSD1 NP_443094.3
RCVRN NP_002894.1
RD3 NP_898882.1
RDH11 NP_057110.3
RDH12 NP_689656.2
RDH13 NP_001139443.1
RDH16 NP_003699.3
RDH5 NP_002896.2
RDH8 NP_056540.3
REC114 NP_001035826.1
RECK NP_066934.1
RECQL NP_002898.2
RECQL4 NP_004251.3
REEP5 NP_005660.4
REG3G NP_001008388.1
REG4 NP_114433.1
REL NP_002899.1
RELA NP_068810.3
RELCH NP_001333160.1
RELT NP_689408.1
REN NP_000528.1
RENBP NP_002901.2
REPIN1 NP_001093165.1
REPS1 NP_001273540.1
RER1 NP_008964.3
RERE NP_001036146.1
RESP18 NP_001007090.3
RET NP_066124.1
RETREG1 NP_001030022.1
RETSAT NP_060220.3
REX1BD NP_001093889.1
RFC1 NP_002904.3
RFC2 NP_852136.1
RFESD NP_775498.1
RFX2 NP_000626.2
RFX5 NP_001020774.1
RFX6 NP_775831.2
RFXANK NP_003712.1
RGMB NP_001353437.1
RGN NP_690608.1
RGR NP_001012738.1
RGR NP_002912.2
RGS12 NP_001381083.1
RGS14 NP_006471.2
RGS17 NP_036551.3
RGS4 NP_001095915.1
RGS9 NP_003826.2
RGS9BP NP_997274.2
RGSL1 NP_001131141.1
RHAG NP_000315.2
RHBDD1 NP_001161080.1
RHBDD3 NP_036397.1
RHBDL3 NP_612201.1
RHEB NP_005605.1
